file;species;betaml_coalp;betaml_growth;betaml_misid;betaml_logML;betaml_cohenw;betaml_cramerv;betaml_relcramd;psiml_coalp;psiml_growth;psiml_misid;psiml_logML;psiml_cohenw;psiml_cramerv;psiml_relcramd;kmml_coalp;kmml_growth;kmml_misid;kmml_logML;kmml_cohenw;kmml_cramerv;kmml_relcramd;logBF_mmcvskm;logBF_bvspsi;selected_model
Coli_SFS.txt;Escherichia coli;2;0;0.06;-6831.66970524553;0.415141910721772;0.0535945902179383;0.000877822868475723;0;0;0.06;-6831.66970524553;0.415141910721772;0.0535945902179382;0.000877822868475722;2;0;0.06;-6831.66970524553;0.415141910721772;0.0535945902179383;0.000877822868475723;0;0;KM
CollaredFlycatcher_SFS.txt;Ficedula albicollis;2;0.5;0.01;-123183.144059397;0.136653484897241;0.0291346208725823;0.000157908833556512;0.01;0.5;0.01;-118530.184956118;0.130670876239814;0.0278591244211436;0.000155170495646554;0;0.5;0.01;-123183.14405939;0.136653484897241;0.0291346208725824;0.000157908833556512;4652.95910327137;-4652.95910327882;PSI
CrestedIbis_SFS.txt;Nipponia nippon;2;0;0.03;-212679.13994616;0.60046809604701;0.160481849078313;0.0093972644419947;0;0;0.03;-212679.13994616;0.60046809604701;0.160481849078313;0.00939726444199469;2;0;0.03;-212679.13994616;0.60046809604701;0.160481849078313;0.0093972644419947;0;4.65661287307739e-10;KM
Culex_SFS.txt;Culex pipiens;1.55;0.5;0.01;-206.877628278251;0.241562662502711;0.0569368655790481;0.000627655058969822;0.07;1;0.01;-243.421523654397;0.266928909879532;0.0629157474235166;0.000664407677212925;2;2.5;0.02;-290.984017264565;0.292051946228558;0.0688373038789808;0.000616048361342612;84.1063889863144;36.5438953761459;BETA
DPGP3_SFS.txt;Drosophila melanogaster;1.65;0.5;0.02;-30426.6939684525;0.0715745601770822;0.00513875394286124;2.22697733521734e-06;0.01;3;0.02;-159701.497292388;0.235308590692731;0.0168941722480688;1.55183047139797e-05;0;5.5;0.02;-199831.099757608;0.267486841409115;0.0192044360112563;1.42362550097374e-05;169404.405789156;129274.803323936;BETA
Emys_SFS.txt;Emys orbicularis;1.85;0;0;-60.7866217296796;0.255268203441729;0.0601672925583179;0.00108293313109461;0.04;0;0;-60.4945439677097;0.251649251640287;0.0593142974384556;0.00103419152585215;2;0.5;0;-62.3270580477379;0.286815590713124;0.0676030830477584;0.000711984012687454;1.8325140800282;-0.292077761969949;KM
Gorilla_gorilla_SFS.txt;Gorilla gorilla;1.9;0;0;-374673.103488468;0.286929520360801;0.0397899653117369;0.000375253835125491;0;0;0;-431078.44476562;0.307182912262415;0.0425986054272498;0.000392328212502369;2;0;0;-431078.44476562;0.307182912262415;0.0425986054272498;0.000392328212502369;56405.3412771523;56405.3412771523;BETA
GreatTit_SFS.txt;Parus maior;1.75;0;0.01;-76318.8456326649;0.0720603085073312;0.0099929668172668;2.36078972619783e-05;0.03;0;0.01;-221941.145634845;0.162161603247157;0.0224877682853489;0.000121701439783361;2;0.5;0.01;-324784.939072214;0.222336727417995;0.0308325565817093;0.000141794372331432;248466.093439549;145622.30000218;BETA
Halictus_SFS.txt;Halictus scabiosae;1.85;0;0.01;-79.8238035127492;0.286768219828254;0.064123323332258;0.00127336695637059;0.04;0;0.01;-78.6890279203769;0.277368224650865;0.0620214205117767;0.00116692719851873;2;0;0.01;-83.3608217230981;0.308036129860088;0.0688789725893109;0.00144012935288888;4.67179380272114;-1.13477559237231;MMC
HEPY_SFS.txt;Helicobacter pilori;1.65;0;0.15;-2971.5831242623;0.495171208353191;0.0600483292589688;0.000848007028080024;0.01;1;0.2;-2588.58219197235;0.416610735899199;0.0505214726140795;0.000511341194061181;0;1;0.2;-2756.78228998069;0.428244611857065;0.0519322873025976;0.00051729519071321;168.200098008339;-383.000932289942;PSI
HoodedCrow_SFS.txt;Corvus cornix;1.85;0.5;0;-72774.7631696127;0.148455602070624;0.024742600345104;8.98505808027121e-05;0.01;1;0;-91748.514524471;0.177632830268283;0.0296054717113805;0.000100387294542106;2;1;0;-92852.537652798;0.192375838552154;0.0320626397586923;9.803542175864e-05;20077.7744831853;18973.7513548583;BETA
HouseSparrow_SFS.txt;Passer domesticus;2;0;0;-62712.6433738917;0.0824559503231043;0.022037279686422;0.000139399321738244;0;0;0;-62712.6433738992;0.0824559503231037;0.0220372796864219;0.000139399321738242;2;0;0;-62712.6433738917;0.0824559503231043;0.022037279686422;0.000139399321738244;0;7.45058059692383e-09;KM
JapaneseQuail_SFS.txt;Coturnix japonica;1.45;0.5;0.01;-17575.1731448546;0.0827648054700799;0.019507851730493;7.0875082577748e-05;0.07;1.5;0.01;-80191.6915181205;0.186080689616072;0.0438596391584646;0.000282028016907565;2;4;0.02;-132876.368197288;0.203821297250202;0.0480411404786188;0.000251949569180501;115301.195052434;62616.5183732659;BETA
KLPN_SFS.txt;Klebsiella pneumoniae;2;18.5;0.15;-156720.812194417;1.56839320522843;0.126384726139444;0.000540266979725166;0;18.5;0.16;-156548.805633448;1.51239717994858;0.121872437832979;0.000510018208127025;0;18.5;0.16;-156548.805633448;1.51239717994858;0.121872437832979;0.000510018208127025;0;-172.006560969632;KM
Lepus_SFS.txt;Lepus granatensis;1.5;0;0.03;-79.4896680382635;0.290722656139164;0.0685239872001892;0.00133020758863456;0.12;0;0.03;-77.8561360579899;0.279104664389613;0.0657856002835637;0.0013259744127719;2;0.5;0.04;-113.679225964361;0.434707816446786;0.102461614948107;0.00253544255401018;35.8230899063708;-1.63353198027357;MMC
LittleEgret_SFS.txt;Egretta garzetta;1.75;0;0.02;-48670.9632372484;0.106054513749862;0.0374959329239847;0.000536020407694309;0.07;0;0.02;-52284.3719943762;0.108957814719075;0.0385224048255625;0.000569106376850644;0;0;0.02;-106682.003312752;0.155478875334696;0.0549700835402106;0.00115393602236134;58011.0400755033;3613.40875712782;BETA
Melitaea_SFS.txt;Melitaea cinxia;1.7;0.5;0.03;-97.1618106303995;0.237847153033042;0.0594617882582604;0.000796329013758597;0.01;2;0.04;-102.865293745208;0.244352760237812;0.061088190059453;0.00067583239494454;2;1.5;0.04;-103.699156518624;0.244946464049187;0.0612366160122969;0.00068727268505236;6.53734588822499;5.70348311480802;BETA
Messor_SFS.txt;Messor barbarus;2;0.5;0;-537.197055141482;0.293579932489868;0.0691974536946248;0.000745963304915755;0;0.5;0;-537.197055141489;0.293579932489868;0.0691974536946248;0.000745963304915756;2;0.5;0;-537.197055141482;0.293579932489868;0.0691974536946248;0.000745963304915755;0;7.27595761418343e-12;KM
Ostrea_SFS.txt;Ostrea edulis;1.8;0;0.02;-69.6096395126242;0.186521489558396;0.0439635367012526;0.000627606775054978;0.04;0;0.02;-68.366000786074;0.176931744612358;0.041703212140855;0.0005644764305778;0;0;0.02;-76.2859091341534;0.220599740276098;0.05199585742574;0.000898477241051331;7.91990834807939;-1.24363872655022;MMC
Pan_paniscus_SFS.txt;Pan paniscus;1.85;1;0;-200841.630872203;0.274503551659482;0.0560328028456211;0.000402038939922367;0;2;0;-221868.316803731;0.331494670569006;0.067666066278839;0.000369924733060336;2;2;0;-221868.316803727;0.331494670569006;0.0676660662788391;0.000369924733060336;21026.6859315243;21026.685931528;BETA
Pan_troglodytes_SFS.txt;Pan troglodytes Ellioti;1.7;0;0;-68915.0699661896;0.118706217219323;0.0279793237215955;0.000232854969467291;0.02;0.5;0;-142139.015398424;0.192995299663158;0.0454894283763163;0.000380203703940807;2;0.5;0;-173821.098382432;0.222101511649866;0.0523498283331344;0.000426940899427555;104906.028416242;73223.9454322346;BETA
Parus_SFS.txt;Parus caeruleus;1.2;0;0;-56.3669055547125;0.154953680115813;0.0365229326599009;0.000286949599779558;0.11;1.5;0.03;-55.6596293710893;0.131109199502233;0.030902734681323;0.000152493498927595;2;6;0.04;-80.7041492661911;0.26125346435426;0.0615780320844584;0.000408765823302824;25.0445198951018;-0.707276183623208;MMC
Physa_SFS.txt;Physa acuta;1.5;0;0.02;-101.659931387727;0.140224343085969;0.0350560857714922;0.000356204807460695;0.05;0.5;0.03;-166.536856761721;0.218263206842165;0.0545658017105413;0.000720482678554524;2;1;0.03;-206.552382835103;0.273691962036059;0.0684229905090147;0.000925091912948574;104.892451447377;64.8769253739938;BETA
PSAE_SFS.txt;Pseudomonas aeruginosa;1.1;0;0.15;-13286.1740802933;0.574434024199577;0.0626758904203014;0.000357146116249644;0.06;3;0.2;-13019.7730423393;0.459409136856097;0.0501256462999379;0.000223715026890037;0;30;0.2;-21315.3116690533;0.66761355086556;0.0728426102814209;0.000202044624747804;8295.53862671394;-266.401037953998;PSI
Sepia_SFS.txt;Sepia officinalis;1.95;0;0.02;-146.235030352897;0.360723660148148;0.090180915037037;0.00277236193989112;0.01;0;0.02;-146.347717937307;0.361480422545423;0.0903701056363558;0.00276925355556286;0;0;0.02;-147.132560648581;0.362499706617272;0.0906249266543179;0.00277964348348206;0.897530295683282;0.112687584409287;KM
STAU_SFS.txt;Staphylococcus aureus;1.7;0;0.15;-6138.66596287391;0.722893027402733;0.0590239685250825;0.000687403441259376;0.01;1;0.2;-5845.55663866244;0.668420569350697;0.0545763109496608;0.000465873235112515;0;1.5;0.2;-5914.6986020894;0.659395924608645;0.0538394517920635;0.000382603036663186;69.141963426955;-293.109324211473;PSI
STPN_SFS.txt;Streptococcus pneumoniae;1.5;0;0.08;-7952.64867573121;0.544004295354607;0.0993211413151404;0.00246534017983518;0.09;0;0.08;-8155.44400141019;0.558146373403104;0.10190311970086;0.00307799656320802;0;1;0.12;-11141.3675411821;0.565558978282585;0.103256470001649;0.00231430224551079;3188.71886545091;202.795325678977;BETA
Tuberculosis_SFS.txt;Mycobacterium tubercolosis;1.05;2.5;0;-729.707091506028;0.50134185274091;0.090043654880194;0.000554798365551172;0.07;29;0;-887.343097600028;0.700506386958763;0.125814661201413;0.000443113401342742;0;30;0.01;-1256.54795100678;0.656231044921702;0.117862575022508;0.000483033939329847;526.84085950075;157.636006094001;BETA
WillowWarbler_SFS.txt;Phylloscopus trochilus;2;12.5;0;-179313.733562402;0.103849832839923;0.022140858754882;1.82685894747363e-05;0;12.5;0;-179313.733562395;0.103849832839923;0.0221408587548821;1.82685894747363e-05;0;12.5;0;-179313.733562395;0.103849832839923;0.0221408587548821;1.82685894747363e-05;0;-7.45058059692383e-09;KM
YRI_SFS.txt;Homo sapiens;1.85;0;0;-170911.14960897;0.154683779413451;0.0105739654746023;1.92723896496019e-05;0;0.5;0.01;-322363.518762231;0.145398780622451;0.00993925602400536;1.06996989613257e-05;2;0.5;0.01;-322363.518762216;0.145398780622451;0.00993925602400536;1.06996989613258e-05;151452.369153246;151452.369153261;BETA
Zea_homozygote_SFS.txt;Zea Mays;1.95;0;0;-10011.9071238488;0.249217062281722;0.0309115721752156;0.000211534428816057;0.01;0;0;-9787.58185110241;0.241471613043407;0.029950867434667;0.000194664634330595;0;0;0;-10766.83858635;0.263044350374195;0.032626636183854;0.000220279039562876;979.25673524756;-224.325272746384;PSI
ZebraFinch_SFS.txt;Taeniopygia guttata;1.75;4;0;-282757.489264607;0.113819541078792;0.018969923513132;2.25922415654857e-05;0.01;10;0;-572066.546734959;0.180682838630125;0.0301138064383542;3.53161867967371e-05;2;9.5;0;-645778.807043478;0.201120466663196;0.0335200777771994;3.66344162490509e-05;363021.31777887;289309.057470351;BETA
